,Value,Std err,t-test,p-value,Rob. Std err,Rob. t-test,Rob. p-value,CI_lower,CI_upper,WTP_mean,WTP_CI_lower,WTP_CI_upper
ACS2,0.030784155,0.016023751,1.921157868,0.054711808,0.01621491,1.898509126,0.057629047,-0.000622397,0.062190707,-0.054386822,-0.156882068,0.047415895
Business_closures_2,-0.042574053,0.026263821,-1.621015171,0.105014385,0.02764071,-1.540266238,0.12349547,-0.094051142,0.008903037,0.073451849,-0.096633293,0.242326712
Business_closures_2_No,-0.075606351,0.085223356,-0.887155292,0.374995299,0.094543663,-0.799697716,0.423885957,-0.242644129,0.091431426,1.41596437,-15.95136986,17.12565834
Business_closures_3,-0.205250137,0.026014785,-7.889749563,3.11E-15,0.030905047,-6.64131448,3.11E-11,-0.256239116,-0.154261159,0.725439224,0.549346418,0.894647454
Business_closures_3_No,-0.026433706,0.086800011,-0.30453575,0.76071976,0.101312294,-0.260913118,0.794159509,-0.196561727,0.143694314,1.581722954,-16.31759773,18.31857475
Healthcare_restrictions_2,-0.155204816,0.029457163,-5.268831167,1.37E-07,0.029533605,-5.25519369,1.48E-07,-0.212940854,-0.097468777,0.679429067,0.485344261,0.868172192
Healthcare_restrictions_2_No,0.113864973,0.097466345,1.168249136,0.242706286,0.096886339,1.175242807,0.239897589,-0.077169063,0.304899009,0.398213778,-15.05366098,15.12026693
Healthcare_restrictions_3,-0.365413606,0.02986907,-12.23384611,0,0.031375134,-11.64659912,0,-0.423956983,-0.306870228,1.387591042,1.170021789,1.59357408
Healthcare_restrictions_3_No,0.104391344,0.096905101,1.077253339,0.281367102,0.097377454,1.07202786,0.283707519,-0.085542655,0.294325342,4.932131194,-37.76480773,45.18429345
Mask_mandates_2,0.010668727,0.032634277,0.326917827,0.743730038,0.033785814,0.315775338,0.752173039,-0.053294456,0.07463191,-0.30801767,-0.515954689,-0.096228244
Mask_mandates_2_No,0.076417021,0.106924585,0.714681478,0.474805886,0.111623966,0.684593316,0.493600586,-0.133155167,0.285989208,-3.610984817,-33.57698213,29.48049238
Mask_mandates_3,0.069099258,0.026732679,2.584823559,0.009742884,0.028166273,2.453262356,0.014156705,0.016703208,0.121495309,-0.382636236,-0.553508024,-0.208777793
Mask_mandates_3_No,-0.037042761,0.087485252,-0.423417207,0.671990893,0.091988255,-0.402690115,0.687176207,-0.208513854,0.134428332,-2.603682692,-24.10716689,21.4761857
Mask_mandates_4,0.077765279,0.032942436,2.360641437,0.01824336,0.03490562,2.227872725,0.025889003,0.013198105,0.142332454,-0.433205283,-0.645969655,-0.219073078
Mask_mandates_4_No,0.033050327,0.107409638,0.307703551,0.758307917,0.114141022,0.289556957,0.7721552,-0.177472563,0.243573216,-5.333887592,-49.48359975,40.94810705
Number_of_infections,-0.290721174,0.009845113,-29.52949062,0,0.01256125,-23.14428712,0,-0.310017595,-0.271424752,1,0.906499961,1.085223508
Number_of_infections_No,0.07456305,0.031584031,2.360783221,0.018236387,0.036677448,2.032939958,0.042058589,0.01265835,0.13646775,1,-8.225467562,9.646679728
SIGMA_PANEL_ASC2,-0.366213266,0.027362857,-13.38359023,0,0.032399099,-11.303193,0,-0.419844466,-0.312582066,1.138141356,0.941081129,1.326708478
School_closures_2,0.1492888,0.02975232,5.017719643,5.23E-07,0.031392698,4.755526299,1.98E-06,0.090974253,0.207603347,-0.46186372,-0.650269893,-0.268411711
School_closures_2_No,-0.115673698,0.097157414,-1.190580248,0.233818409,0.106659054,-1.084518318,0.278135049,-0.30610223,0.074754834,-4.268301098,-38.97975658,32.56448722
School_closures_3,-0.151126721,0.030060941,-5.027345048,4.97E-07,0.031609564,-4.781044145,1.74E-06,-0.210046165,-0.092207278,0.727515545,0.528895145,0.921800417
School_closures_3_No,-0.044570574,0.100164008,-0.444975941,0.656337141,0.108968862,-0.409021191,0.68252411,-0.240892029,0.151750882,1.433468217,-18.21542299,18.54989214
School_closures_4,0.060579685,0.038386607,1.578146372,0.114531987,0.03921699,1.5447306,0.12241144,-0.014658065,0.135817435,-0.226907154,-0.469661963,0.017643367
School_closures_4_No,-0.15538309,0.12638713,-1.229421782,0.218913708,0.127469567,-1.218981859,0.222851078,-0.403101864,0.092335684,0.790810999,-19.6244868,20.33808824
School_closures_5,-0.302859747,0.038386503,-7.889745607,3.11E-15,0.039913936,-7.587819544,3.26E-14,-0.378097294,-0.2276222,0.959047585,0.702956615,1.206852033
School_closures_5_No,0.09041081,0.124568122,0.725794117,0.467964994,0.129485329,0.698232073,0.485032071,-0.153742709,0.334564329,-2.203098655,-26.26284332,23.87607421
Transit_2,0.011805257,0.021350999,0.5529136,0.580322574,0.022468386,0.525416348,0.599293792,-0.0300427,0.053653215,-0.20351606,-0.33940391,-0.065971298
Transit_2_No,0.066850191,0.068950314,0.969541504,0.332275083,0.071151616,0.939545646,0.347450668,-0.068292424,0.201992806,-1.852776287,-17.4720301,16.19601334
