,Value,Std err,t-test,p-value,Rob. Std err,Rob. t-test,Rob. p-value,CI_lower,CI_upper,WTP_mean,WTP_CI_lower,WTP_CI_upper
ACS2,0.030887784,0.016024525,1.927531985,0.053913366,0.016216429,1.90472168,0.056816259,-0.000520285,0.062295853,-0.04905749,-0.149891244,0.053068572
Business_closures_2,-0.050386464,0.026218013,-1.921826191,0.054627632,0.027737095,-1.816573191,0.069282491,-0.101773769,0.001000841,0.042724899,-0.126854451,0.214178146
Business_closures_2_Postgraduate degree,-0.008833864,0.086074176,-0.102630828,0.918255975,0.089578447,-0.098615954,0.921443202,-0.17753925,0.159871522,0.116899507,-0.432682536,0.658868991
Business_closures_3,-0.205435062,0.025991982,-7.903785856,2.66E-15,0.030905782,-6.647140129,2.99E-11,-0.256379347,-0.154490776,0.685478259,0.510852083,0.855253775
Business_closures_3_Postgraduate degree,-0.033000902,0.087328848,-0.377892333,0.705510578,0.100204876,-0.329334295,0.741903025,-0.204165444,0.13816364,0.156089189,-0.384906464,0.694190395
Healthcare_restrictions_2,-0.14803425,0.02943179,-5.029739985,4.91E-07,0.029580989,-5.004371292,5.60E-07,-0.205720558,-0.090347942,0.64222268,0.44985596,0.830546896
Healthcare_restrictions_2_Postgraduate degree,0.031572518,0.097844635,0.322680114,0.746937514,0.096471411,0.327273311,0.743461177,-0.160202967,0.223348003,0.297498935,-0.310159236,0.904687255
Healthcare_restrictions_3,-0.352283029,0.029758227,-11.8381727,0,0.03129996,-11.25506309,0,-0.410609154,-0.293956905,1.307280064,1.093328053,1.509204432
Healthcare_restrictions_3_Postgraduate degree,-0.039954269,0.100065887,-0.399279616,0.689687185,0.097949402,-0.40790723,0.683341785,-0.236083408,0.15617487,0.020751038,-0.60054534,0.64284632
Mask_mandates_2,0.029497264,0.03258191,0.905326441,0.365292473,0.033398005,0.883204371,0.377125861,-0.034363279,0.093357808,-0.283079519,-0.492578362,-0.072182178
Mask_mandates_2_Postgraduate degree,-0.139088536,0.10805502,-1.287201059,0.198024218,0.121812964,-1.141820467,0.253528653,-0.350876374,0.072699303,0.204793722,-0.470181105,0.878241132
Mask_mandates_3,0.069723225,0.026684557,2.612867966,0.008978598,0.02817067,2.475028967,0.013322537,0.017421493,0.122024957,-0.367168957,-0.539166542,-0.193923167
Mask_mandates_3_Postgraduate degree,-0.062533876,0.088729421,-0.704770473,0.480953086,0.092147634,-0.678627036,0.497374208,-0.236443541,0.111375789,0.230201393,-0.32074302,0.784374423
Mask_mandates_4,0.099579827,0.03279155,3.036752644,0.002391416,0.034679238,2.871453681,0.004085887,0.035308388,0.163851265,-0.419704801,-0.631013315,-0.20545761
Mask_mandates_4_Postgraduate degree,-0.232893429,0.112190134,-2.075881548,0.037904908,0.121008866,-1.924598056,0.054279663,-0.452786091,-0.013000766,0.576121772,-0.122026391,1.273180167
Number_of_infections,-0.288333734,0.009824583,-29.34819157,0,0.012537354,-22.99797365,0,-0.307589916,-0.269077552,1,0.906940864,1.085213662
Number_of_infections_Postgraduate degree,0.046459965,0.032040678,1.450030676,0.147049965,0.037217919,1.248322503,0.211912977,-0.016339763,0.109259693,-0.141164626,-0.341526786,0.059480434
SIGMA_PANEL_ASC2,-0.365309,0.027383648,-13.34040682,0,0.032344142,-11.29444085,0,-0.418980949,-0.311637051,1.134993253,0.938019386,1.323934884
School_closures_2,0.148155437,0.029683538,4.991164984,6.00E-07,0.031445268,4.711533658,2.46E-06,0.089975702,0.206335172,-0.427213887,-0.617002859,-0.233385585
School_closures_2_Postgraduate degree,-0.093893802,0.09900193,-0.948403753,0.34292395,0.103370355,-0.908324271,0.363706923,-0.287937585,0.100149981,0.259585211,-0.348458323,0.864625405
School_closures_3,-0.151811909,0.030053253,-5.051430162,4.39E-07,0.031529129,-4.814973133,1.47E-06,-0.210716285,-0.092907533,0.704161919,0.505124209,0.897999558
School_closures_3_Postgraduate degree,-0.023228506,0.099941188,-0.232421757,0.816210452,0.110098756,-0.210978828,0.832903793,-0.219113235,0.172656222,0.083798536,-0.535330877,0.701399849
School_closures_4,0.039326867,0.038350058,1.025470866,0.305141065,0.039199791,1.003241737,0.31574424,-0.035839246,0.11449298,-0.247817078,-0.491153647,-0.002313431
School_closures_4_Postgraduate degree,0.061074533,0.126987933,0.480947531,0.63055379,0.127238407,0.480000766,0.631226848,-0.187821816,0.309970882,0.180057253,-0.620778687,0.97441799
School_closures_5,-0.284844358,0.038282288,-7.440630399,1.00E-13,0.03967745,-7.178998633,7.02E-13,-0.359877642,-0.209811073,1.043132359,0.786799302,1.291291634
School_closures_5_Postgraduate degree,-0.102436923,0.127714291,-0.802078785,0.422507386,0.136223865,-0.75197487,0.452066171,-0.352756933,0.147883087,-0.620841937,-1.413895792,0.178484192
Transit_2,0.016248612,0.021281947,0.763492714,0.445169606,0.022426689,0.724521198,0.468745818,-0.025464005,0.057961228,-0.206737402,-0.341842943,-0.069619293
Transit_2_Postgraduate degree,0.004973532,0.070790087,0.070257457,0.943988743,0.071337756,0.069718082,0.944418049,-0.13377504,0.143722103,0.3456679,-0.106465708,0.797087294
