,Value,Std err,t-test,p-value,Rob. Std err,Rob. t-test,Rob. p-value,CI_lower,CI_upper,WTP_mean,WTP_CI_lower,WTP_CI_upper
ACS2,0.0191857325165594,0.0162141745078493,1.1832691517703606,0.2367024944384979,0.0162838650542724,1.178205079237357,0.2387148581530584,-0.0125940495188251,0.050965514551944,-0.05561635786450792,-0.14762817155318725,0.03713623181301714
Business_closures_2,0.1145596721080635,0.0401408044495496,2.853945596731778,0.004317992509196,0.0421450780413557,2.718221852517379,0.0065633813778847,0.0358836953869462,0.1932356488291809,-0.3320900943085459,-0.5599097693902427,-0.099730062344945
Business_closures_2_Independent,-0.1624887542838804,0.0647890376328312,-2.50796678297226,0.0121428081438803,0.0690174629925523,-2.3543136365562227,0.0185569462824624,-0.2894752680442297,-0.0355022405235312,-11.121118311577868,-107.6412894436964,73.55079137256948
Business_closures_2_Other,-0.1112408994397678,0.1722112774533528,-0.6459559506484692,0.5183078831099412,0.1581658596589723,-0.7033180212191098,0.4818575824067233,-0.4487750032483393,0.2262932043688036,1.0394835597527057,-11.090513328399762,9.77522134948214
Business_closures_2_Republican,-0.2758395564643321,0.0609108455712058,-4.528578677205698,5.938177042974502e-06,0.0630532083563445,-4.374710877604007,1.215935289144987e-05,-0.3952248137838957,-0.1564542991447686,-2.5642805640656774,-3.8061620543519767,-0.29277102932437327
Business_closures_3,0.0075063643545072,0.0394123083414646,0.190457363965408,0.8489507502493001,0.0466294193701333,0.1609791512719352,0.8721098213414038,-0.0697417599947634,0.0847544887037778,-0.021759744948040432,-0.2468662587921271,0.20325539390327318
Business_closures_3_Independent,-0.2787219638247222,0.0644998549610825,-4.321280474086267,1.5512633862790892e-05,0.0781317989450328,-3.5673306846653867,0.0003606362539976,-0.405141679548444,-0.1523022481010004,-19.076396698288715,-186.60057147685595,122.40143808390825
Business_closures_3_Other,-0.1266808304761995,0.1744832261903779,-0.7260344346108004,0.4678176611129252,0.178084607464014,-0.7113519370381193,0.4768661747026639,-0.4686679538093403,0.2153062928569413,1.1837610202633198,-11.194737090739938,10.862133581995684
Business_closures_3_Republican,-0.47952950716246,0.059400715438133,-8.072790093949273,6.661338147750939e-16,0.0716896670693558,-6.688962674335499,2.247579899972152e-11,-0.5959549094212009,-0.3631041049037193,-4.457838501751255,-6.054262329075727,-1.1151516565629191
Healthcare_restrictions_2,-0.1955470061408187,0.0446148807812806,-4.382999634123543,1.1705630963865232e-05,0.0460482436578815,-4.246568177358688,2.170697485692763e-05,-0.2829921724721289,-0.1081018398095085,0.5668593713309643,0.30115711463267314,0.8207318317148566
Healthcare_restrictions_2_Independent,-0.13579707333569,0.07177784877613,-1.891907819071472,0.0585032638164153,0.0748168521208046,-1.8150599695964529,0.0695146940546744,-0.2764816569369049,0.0048875102655247,-9.294275936744286,-89.67961968208522,59.77423223410999
Healthcare_restrictions_2_Other,-0.0444844221518952,0.1820075919852848,-0.2444097065769197,0.8069135249396142,0.1701349035984994,-0.2614655853150144,0.7937334855999141,-0.4012193024430535,0.3122504581392631,0.4156818735273852,-10.174006532342835,9.709210933091768
Healthcare_restrictions_2_Republican,0.0667217534311705,0.0670746886913485,0.9947381752034348,0.3198636223437043,0.0678835014779895,0.9828861502202306,0.3256634749712284,-0.0647446364038726,0.1981881432662137,0.620263814650008,-0.8734282834887751,1.8773456329290874
Healthcare_restrictions_3,-0.355304361860845,0.0452974358290682,-7.843807389045174,4.440892098500626e-15,0.0471320167008657,-7.538492658098351,4.75175454539567e-14,-0.4440873360858187,-0.2665213876358713,1.0299702929256251,0.7496396319262864,1.296315931183721
Healthcare_restrictions_3_Independent,-0.1256452108073475,0.0737936414496371,-1.7026563310756002,0.0886324015853667,0.0780059850672636,-1.6107124433978384,0.1072424122915938,-0.2702807480486364,0.0189903264339413,-8.599458226077825,-83.67392726894897,56.035242564936325
Healthcare_restrictions_3_Other,-0.2408059024562262,0.1894949421080766,-1.2707774665504523,0.2038078273003942,0.2139689997490795,-1.1254242564979888,0.2604092970881888,-0.6122159889880563,0.1306041840756038,2.250195548177809,-16.10126301358668,15.705505909883131
Healthcare_restrictions_3_Republican,-0.0653765001393379,0.0682986812807496,-0.9572146769657272,0.3384589105208833,0.0714429170916906,-0.9150872164896776,0.3601458454413542,-0.1992419154496073,0.0684889151709313,-0.6077579691715415,-1.8741814464613156,0.8977099968279149
Mask_mandates_2,0.1845773316833273,0.0500736007798407,3.686120606641831,0.0002276984743347,0.0501802789349916,3.678284290177951,0.0002348081562764,0.0864330741548395,0.2827215892118151,-0.5350600465067276,-0.82062182823556,-0.23884812428472346
Mask_mandates_2_Independent,-0.0252610075866696,0.0797872455036727,-0.3166045829406012,0.7515436578716268,0.0819154117911163,-0.3083791808443206,0.7577938218378995,-0.1816440087738682,0.1311219936005289,-1.728923674005225,-38.614326008242124,34.0624638616535
Mask_mandates_2_Other,-0.1698226689199473,0.1978190620554645,-0.85847474533234,0.3906303698853679,0.1715671848613073,-0.9898318787315288,0.3222563002918059,-0.5575480305486579,0.2179026927087632,1.5868972051164896,-13.670988821417007,12.805345370532947
Mask_mandates_2_Republican,-0.2809784081223763,0.0753669624489426,-3.728137621477386,0.000192900035064,0.0775189486548641,-3.6246416263121697,0.0002893624180249,-0.4286976545223038,-0.1332591617224487,-2.6120527458268645,-4.066641597867669,-0.1002447846827339
Mask_mandates_3,0.1945908116094761,0.0409325863883389,4.753933938191405,1.994962472995354e-06,0.0422051076877125,4.610598628234957,4.015110918187403e-06,0.1143629422883317,0.2748186809306205,-0.5640875169231467,-0.7987705353106656,-0.3203963369545238
Mask_mandates_3_Independent,-0.0629037634001939,0.0658776275821367,-0.954857752303923,0.3396496370689981,0.0681255064376385,-0.9233511307218758,0.3558242501482023,-0.1920239134611819,0.0662163866607939,-4.305283760098698,-47.2889813959505,33.381349289473505
Mask_mandates_3_Other,0.0112537056255381,0.1673100616371622,0.0672625753371817,0.9463726699416064,0.1653291714297549,0.0680684813709335,0.9457311203666408,-0.3166740151832998,0.3391814264343761,-0.10515954152615768,-8.723030188659855,8.987103853351703
Mask_mandates_3_Republican,-0.2174950485856619,0.061250838738911,-3.5508909439225858,0.0003839294670322,0.0650595786676358,-3.343013481485328,0.000828738735594,-0.3375466925139276,-0.0974434046573962,-2.0218939336238733,-3.1935480665762395,-0.05001234776985597
Mask_mandates_4,0.2122681856328299,0.0506625950555702,4.189840362500172,2.791507731858545e-05,0.0527067219142757,4.027345619749816,5.641008216339394e-05,0.1129694993239122,0.3115668719417476,-0.6153313857167428,-0.9050736095638725,-0.3157070426889581
Mask_mandates_4_Independent,-0.0211399422294788,0.081197441277166,-0.2603523201835631,0.7945920179782782,0.0868634090554436,-0.2433699351586061,0.8077188320115642,-0.1802869271327242,0.1380070426737666,-1.4468681212437473,-39.2744701446528,34.096844557790895
Mask_mandates_4_Other,0.1353246462759148,0.2161802352961093,0.6259806595665703,0.531327627017711,0.2264734845511255,0.5975297573759274,0.5501537456834944,-0.2883886149044593,0.5590379074562891,-1.2645326111312973,-13.113332722198585,13.384285840436698
